Date,btc,oil,ethereum,euro,gold,tether,dow,sp,nasdaq,tenyear,btc_tmr,btc_change_tmr,btc_yesterday,btc_change_yesterday,oil_yesterday,oil_change_yesterday,ethereum_yesterday,ethereum_change_yesterday,euro_yesterday,euro_change_yesterday,gold_yesterday,gold_change_yesterday,tether_yesterday,tether_change_yesterday,dow_yesterday,dow_change_yesterday,sp_yesterday,sp_change_yesterday,nasdaq_yesterday,nasdaq_change_yesterday,tenyear_yesterday,tenyear_change_yesterday,btc_tmr_yesterday,btc_tmr_change_yesterday,btc_change_tmr_yesterday,btc_change_tmr_change_yesterday
2018-11-08,6453.72021484375,60.66999816894531,212.2310028076172,1.1434059143066406,1222.9000244140625,0.994333028793335,26191.220703125,2806.830078125,7530.8798828125,3.2339999675750732,6385.6201171875,0,6530.14013671875,0,61.66999816894531,0,217.18299865722656,0,1.1438506841659546,0,1226.199951171875,0,0.9932699799537659,1,26180.30078125,1,2813.889892578125,0,7570.75,0,3.2130000591278076,1,6453.72021484375,0,0.0,0
2018-11-09,6385.6201171875,60.189998626708984,210.07400512695312,1.1368415355682373,1206.4000244140625,0.9948319792747498,25989.30078125,2781.010009765625,7406.89990234375,3.188999891281128,6409.22021484375,1,6453.72021484375,0,60.66999816894531,0,212.2310028076172,0,1.1434059143066406,0,1222.9000244140625,0,0.994333028793335,1,26191.220703125,0,2806.830078125,0,7530.8798828125,0,3.2339999675750732,0,6385.6201171875,1,0.0,1
2018-11-10,6409.22021484375,,212.5330047607422,,,0.9971799850463867,,,,,6411.27001953125,1,6385.6201171875,1,60.189998626708984,0,210.07400512695312,1,1.1368415355682373,0,1206.4000244140625,0,0.9948319792747498,1,25989.30078125,0,2781.010009765625,0,7406.89990234375,0,3.188999891281128,0,6409.22021484375,1,1.0,0
2018-11-11,6411.27001953125,,211.33999633789062,,,0.9904620051383972,,,,,6371.27001953125,0,6409.22021484375,1,,0,212.5330047607422,0,,0,,0,0.9971799850463867,0,,0,,0,,0,,0,6411.27001953125,0,1.0,0
2018-11-12,6371.27001953125,59.93000030517578,210.41799926757812,1.132502794265747,1201.300048828125,0.9891480207443237,25387.1796875,2726.219970703125,7200.8701171875,3.186000108718872,6359.490234375,0,6411.27001953125,0,,0,211.33999633789062,0,,0,,0,0.9904620051383972,0,,0,,0,,0,,0,6371.27001953125,0,0.0,0
2018-11-13,6359.490234375,55.689998626708984,206.8260040283203,1.1233429908752441,1199.199951171875,0.9851179718971252,25286.490234375,2722.179931640625,7200.8701171875,3.1449999809265137,5738.35009765625,0,6371.27001953125,0,59.93000030517578,0,210.41799926757812,0,1.132502794265747,0,1201.300048828125,0,0.9891480207443237,0,25387.1796875,0,2726.219970703125,0,7200.8701171875,0,3.186000108718872,0,6359.490234375,0,0.0,0
2018-11-14,5738.35009765625,56.25,181.39700317382812,1.1311193704605103,1207.9000244140625,0.9666439890861511,25080.5,2701.580078125,7136.39013671875,3.119999885559082,5648.02978515625,0,6359.490234375,0,55.689998626708984,1,206.8260040283203,0,1.1233429908752441,1,1199.199951171875,1,0.9851179718971252,0,25286.490234375,0,2722.179931640625,0,7200.8701171875,0,3.1449999809265137,0,5738.35009765625,0,0.0,0
2018-11-15,5648.02978515625,56.459999084472656,180.80599975585938,1.131183385848999,1212.800048828125,0.9820219874382019,25289.26953125,2730.199951171875,7259.02978515625,3.118000030517578,5575.5498046875,0,5738.35009765625,0,56.25,1,181.39700317382812,0,1.1311193704605103,1,1207.9000244140625,1,0.9666439890861511,1,25080.5,1,2701.580078125,1,7136.39013671875,1,3.119999885559082,0,5648.02978515625,0,0.0,0
2018-11-16,5575.5498046875,56.459999084472656,175.177001953125,1.1324899196624756,1220.800048828125,0.9870269894599915,25413.220703125,2736.27001953125,7247.8701171875,3.0739998817443848,5554.330078125,0,5648.02978515625,0,56.459999084472656,0,180.80599975585938,0,1.131183385848999,1,1212.800048828125,1,0.9820219874382019,1,25289.26953125,1,2730.199951171875,1,7259.02978515625,0,3.118000030517578,0,5575.5498046875,0,0.0,0
2018-11-17,5554.330078125,,174.00100708007812,,,0.9858689904212952,,,,,5623.5400390625,1,5575.5498046875,0,56.459999084472656,0,175.177001953125,0,1.1324899196624756,0,1220.800048828125,0,0.9870269894599915,0,25413.220703125,0,2736.27001953125,0,7247.8701171875,0,3.0739998817443848,0,5554.330078125,1,0.0,1
2018-11-18,5623.5400390625,,177.06700134277344,,,0.9925330281257629,,,,,4871.490234375,0,5554.330078125,1,,0,174.00100708007812,1,,0,,0,0.9858689904212952,1,,0,,0,,0,,0,5623.5400390625,0,1.0,0
2018-11-19,4871.490234375,56.7599983215332,149.1750030517578,1.141396164894104,1223.0999755859375,0.982729971408844,25017.439453125,2690.72998046875,7028.47998046875,3.056999921798706,4451.8701171875,0,5623.5400390625,0,,0,177.06700134277344,0,,0,,0,0.9925330281257629,0,,0,,0,,0,,0,4871.490234375,0,0.0,0
2018-11-20,4451.8701171875,53.43000030517578,130.33900451660156,1.1455016136169434,1219.0,0.9687989950180054,24465.640625,2641.889892578125,6908.81982421875,3.0480000972747803,4602.169921875,1,4871.490234375,0,56.7599983215332,0,149.1750030517578,0,1.141396164894104,1,1223.0999755859375,0,0.982729971408844,0,25017.439453125,0,2690.72998046875,0,7028.47998046875,0,3.056999921798706,0,4451.8701171875,1,0.0,1
2018-11-21,4602.169921875,54.630001068115234,136.7010040283203,1.1372424364089966,1225.800048828125,0.9875040054321289,24464.689453125,2649.929931640625,6972.25,3.061000108718872,4365.93994140625,0,4451.8701171875,1,53.43000030517578,1,130.33900451660156,1,1.1455016136169434,0,1219.0,1,0.9687989950180054,1,24465.640625,0,2641.889892578125,1,6908.81982421875,1,3.0480000972747803,1,4602.169921875,0,1.0,0
2018-11-22,4365.93994140625,,126.70600128173828,1.1388354301452637,,0.9981880187988281,,,,,4347.10986328125,0,4602.169921875,0,54.630001068115234,0,136.7010040283203,0,1.1372424364089966,1,1225.800048828125,0,0.9875040054321289,1,24464.689453125,0,2649.929931640625,0,6972.25,0,3.061000108718872,0,4365.93994140625,0,0.0,0
2018-11-23,4347.10986328125,50.41999816894531,123.2959976196289,1.1403158903121948,1221.0,0.9825699925422668,24285.94921875,2632.56005859375,6938.97998046875,3.053999900817871,3880.760009765625,0,4365.93994140625,0,,0,126.70600128173828,0,1.1388354301452637,1,,0,0.9981880187988281,0,,0,,0,,0,,0,4347.10986328125,0,0.0,0
2018-11-24,3880.760009765625,,113.49400329589844,,,0.9802240133285522,,,,,4009.969970703125,1,4347.10986328125,0,50.41999816894531,0,123.2959976196289,0,1.1403158903121948,0,1221.0,0,0.9825699925422668,0,24285.94921875,0,2632.56005859375,0,6938.97998046875,0,3.053999900817871,0,3880.760009765625,1,0.0,1
2018-11-25,4009.969970703125,,116.44999694824219,,,0.9809690117835999,,,,,3779.1298828125,0,3880.760009765625,1,,0,113.49400329589844,1,,0,,0,0.9802240133285522,1,,0,,0,,0,,0,4009.969970703125,0,1.0,0
2018-11-26,3779.1298828125,51.630001068115234,108.33499908447266,1.1337354183197021,1220.199951171875,0.9772430062294006,24640.240234375,2673.449951171875,7081.85009765625,3.072000026702881,3820.719970703125,1,4009.969970703125,0,,0,116.44999694824219,0,,0,,0,0.9809690117835999,0,,0,,0,,0,,0,3779.1298828125,1,0.0,1
2018-11-27,3820.719970703125,51.560001373291016,110.01000213623047,1.1333370208740234,1211.199951171875,0.9842600226402283,24748.73046875,2682.169921875,7082.7001953125,3.055000066757202,4257.419921875,1,3779.1298828125,1,51.630001068115234,0,108.33499908447266,1,1.1337354183197021,0,1220.199951171875,0,0.9772430062294006,1,24640.240234375,1,2673.449951171875,1,7081.85009765625,1,3.072000026702881,0,3820.719970703125,1,1.0,0
2018-11-28,4257.419921875,50.290000915527344,122.43800354003906,1.1298797130584717,1221.4000244140625,0.9986220002174377,25366.4296875,2743.7900390625,7291.58984375,3.0439999103546143,4278.8466796875,1,3820.719970703125,1,51.560001373291016,0,110.01000213623047,1,1.1333370208740234,0,1211.199951171875,1,0.9842600226402283,1,24748.73046875,1,2682.169921875,1,7082.7001953125,1,3.055000066757202,0,4257.419921875,1,1.0,0
2018-11-29,4278.8466796875,51.45000076293945,117.54264831542969,1.1368545293807983,1224.0999755859375,0.9973769783973694,25338.83984375,2737.800048828125,7273.080078125,3.0350000858306885,4017.2685546875,0,4257.419921875,1,50.290000915527344,1,122.43800354003906,0,1.1298797130584717,1,1221.4000244140625,1,0.9986220002174377,0,25366.4296875,0,2743.7900390625,0,7291.58984375,0,3.0439999103546143,0,4278.8466796875,0,1.0,0
2018-11-30,4017.2685546875,50.93000030517578,113.17141723632812,1.1392766237258911,1220.199951171875,0.9918230175971985,25538.4609375,2760.169921875,7330.5400390625,3.013000011444092,4214.671875,1,4278.8466796875,0,51.45000076293945,0,117.54264831542969,0,1.1368545293807983,1,1224.0999755859375,0,0.9973769783973694,0,25338.83984375,1,2737.800048828125,1,7273.080078125,1,3.0350000858306885,0,4017.2685546875,1,0.0,1
2018-12-01,4214.671875,,118.63555908203125,,,1.0010520219802856,,,,,4139.8779296875,0,4017.2685546875,1,50.93000030517578,0,113.17141723632812,1,1.1392766237258911,0,1220.199951171875,0,0.9918230175971985,1,25538.4609375,0,2760.169921875,0,7330.5400390625,0,3.013000011444092,0,4214.671875,0,1.0,0
2018-12-02,4139.8779296875,,116.38890075683594,,,0.9983720183372498,,,,,3894.130859375,0,4214.671875,0,,0,118.63555908203125,0,,0,,0,1.0010520219802856,0,,0,,0,,0,,0,4139.8779296875,0,0.0,0
2018-12-03,3894.130859375,52.95000076293945,108.92501831054688,1.1342240571975708,1233.9000244140625,0.9965940117835999,25826.4296875,2790.3701171875,7441.509765625,2.992000102996826,3956.893798828125,1,4139.8779296875,0,,0,116.38890075683594,0,,0,,0,0.9983720183372498,0,,0,,0,,0,,0,3894.130859375,1,0.0,1
2018-12-04,3956.893798828125,53.25,110.21418762207031,1.135486125946045,1241.0999755859375,1.0000309944152832,25027.0703125,2700.06005859375,7158.43017578125,2.9240000247955322,3753.994873046875,0,3894.130859375,1,52.95000076293945,1,108.92501831054688,1,1.1342240571975708,1,1233.9000244140625,1,0.9965940117835999,1,25826.4296875,0,2790.3701171875,0,7441.509765625,0,2.992000102996826,0,3956.893798828125,0,1.0,0
2018-12-05,3753.994873046875,,102.47555541992188,1.1342884302139282,,0.9929659962654114,,,,,3521.101806640625,0,3956.893798828125,0,53.25,0,110.21418762207031,0,1.135486125946045,0,1241.0999755859375,0,1.0000309944152832,0,25027.0703125,0,2700.06005859375,0,7158.43017578125,0,2.9240000247955322,0,3753.994873046875,0,0.0,0
2018-12-06,3521.101806640625,51.4900016784668,91.76105499267578,1.13490629196167,1238.0999755859375,0.9982960224151611,24947.669921875,2695.949951171875,7188.259765625,2.875999927520752,3419.937255859375,0,3753.994873046875,0,,0,102.47555541992188,0,1.1342884302139282,1,,0,0.9929659962654114,1,,0,,0,,0,,0,3521.101806640625,0,0.0,0
2018-12-07,3419.937255859375,52.61000061035156,93.29456329345703,1.1374752521514893,1246.800048828125,1.0014309883117676,24388.94921875,2633.080078125,6969.25,2.8499999046325684,3476.11474609375,1,3521.101806640625,0,51.4900016784668,1,91.76105499267578,1,1.13490629196167,1,1238.0999755859375,1,0.9982960224151611,1,24947.669921875,0,2695.949951171875,0,7188.259765625,0,2.875999927520752,0,3419.937255859375,1,0.0,1
2018-12-08,3476.11474609375,,92.15963745117188,,,1.019974946975708,,,,,3614.234375,1,3419.937255859375,1,52.61000061035156,0,93.29456329345703,0,1.1374752521514893,0,1246.800048828125,0,1.0014309883117676,1,24388.94921875,0,2633.080078125,0,6969.25,0,2.8499999046325684,0,3476.11474609375,1,1.0,0
2018-12-09,3614.234375,,95.14205932617188,,,1.0155019760131836,,,,,3502.656005859375,0,3476.11474609375,1,,0,92.15963745117188,1,,0,,0,1.019974946975708,0,,0,,0,,0,,0,3614.234375,0,1.0,0
2018-12-10,3502.656005859375,51.0,91.68565368652344,1.1400948762893677,1243.699951171875,1.016603946685791,24423.259765625,2637.719970703125,7020.52001953125,2.8559999465942383,3424.588134765625,0,3614.234375,0,,0,95.14205932617188,0,,0,,0,1.0155019760131836,1,,0,,0,,0,,0,3502.656005859375,0,0.0,0
2018-12-11,3424.588134765625,51.650001525878906,88.94530487060547,1.1356538534164429,1241.9000244140625,1.009793996810913,24370.240234375,2636.780029296875,7031.830078125,2.878999948501587,3486.9501953125,1,3502.656005859375,0,51.0,1,91.68565368652344,0,1.1400948762893677,0,1243.699951171875,0,1.016603946685791,0,24423.259765625,0,2637.719970703125,0,7020.52001953125,1,2.8559999465942383,1,3424.588134765625,1,0.0,1
2018-12-12,3486.9501953125,51.150001525878906,90.59329986572266,1.1323105096817017,1244.4000244140625,1.0097559690475464,24527.26953125,2651.070068359375,7098.31005859375,2.9059998989105225,3313.67724609375,0,3424.588134765625,1,51.650001525878906,0,88.94530487060547,1,1.1356538534164429,0,1241.9000244140625,1,1.009793996810913,0,24370.240234375,1,2636.780029296875,1,7031.830078125,1,2.878999948501587,1,3486.9501953125,0,1.0,0
2018-12-13,3313.67724609375,52.58000183105469,86.53931427001953,1.1373459100723267,1242.699951171875,1.0033780336380005,24597.380859375,2650.5400390625,7070.330078125,2.9110000133514404,3242.48486328125,0,3486.9501953125,0,51.150001525878906,1,90.59329986572266,0,1.1323105096817017,1,1244.4000244140625,0,1.0097559690475464,0,24527.26953125,1,2651.070068359375,0,7098.31005859375,0,2.9059998989105225,1,3313.67724609375,0,0.0,0
2018-12-14,3242.48486328125,51.20000076293945,84.30829620361328,1.1363636255264282,1237.0,1.002197027206421,24100.509765625,2599.949951171875,6910.66015625,2.8910000324249268,3236.76171875,0,3313.67724609375,0,52.58000183105469,0,86.53931427001953,0,1.1373459100723267,0,1242.699951171875,0,1.0033780336380005,0,24597.380859375,0,2650.5400390625,0,7070.330078125,0,2.9110000133514404,0,3242.48486328125,0,0.0,0
2018-12-15,3236.76171875,,84.44081115722656,,,1.0049890279769897,,,,,3252.839111328125,1,3242.48486328125,0,51.20000076293945,0,84.30829620361328,1,1.1363636255264282,0,1237.0,0,1.002197027206421,1,24100.509765625,0,2599.949951171875,0,6910.66015625,0,2.8910000324249268,0,3236.76171875,1,0.0,1
2018-12-16,3252.839111328125,,85.26210021972656,,,1.006335973739624,,,,,3545.86474609375,1,3236.76171875,1,,0,84.44081115722656,1,,0,,0,1.0049890279769897,1,,0,,0,,0,,0,3252.839111328125,1,1.0,0
2018-12-17,3545.86474609375,49.880001068115234,95.13382720947266,1.1305949687957764,1247.4000244140625,1.0099409818649292,23592.98046875,2545.93994140625,6753.72998046875,2.8570001125335693,3696.05908203125,1,3252.839111328125,1,,0,85.26210021972656,1,,0,,0,1.006335973739624,1,,0,,0,,0,,0,3545.86474609375,1,1.0,0
2018-12-18,3696.05908203125,46.2400016784668,101.11245727539062,1.1349835395812988,1249.199951171875,1.012868046760559,23675.640625,2546.159912109375,6783.91015625,2.825000047683716,3745.95068359375,1,3545.86474609375,1,49.880001068115234,0,95.13382720947266,1,1.1305949687957764,1,1247.4000244140625,1,1.0099409818649292,1,23592.98046875,1,2545.93994140625,1,6753.72998046875,1,2.8570001125335693,0,3696.05908203125,1,1.0,0
2018-12-19,3745.95068359375,47.20000076293945,101.2685775756836,1.1375399827957153,1252.0999755859375,1.0223619937896729,23323.66015625,2506.9599609375,6636.830078125,2.7780001163482666,4134.44140625,1,3696.05908203125,1,46.2400016784668,1,101.11245727539062,1,1.1349835395812988,1,1249.199951171875,1,1.012868046760559,1,23675.640625,0,2546.159912109375,0,6783.91015625,0,2.825000047683716,0,3745.95068359375,1,1.0,0
2018-12-20,4134.44140625,45.880001068115234,116.21687316894531,1.1389521360397339,1263.5999755859375,1.0194170475006104,22859.599609375,2467.419921875,6528.41015625,2.7890000343322754,3896.543701171875,0,3745.95068359375,1,47.20000076293945,0,101.2685775756836,1,1.1375399827957153,1,1252.0999755859375,1,1.0223619937896729,0,23323.66015625,0,2506.9599609375,0,6636.830078125,0,2.7780001163482666,1,4134.44140625,0,1.0,0
2018-12-21,3896.543701171875,45.59000015258789,109.49623107910156,1.1456853151321411,1253.800048828125,1.0155060291290283,22445.369140625,2416.6201171875,6332.990234375,2.7920000553131104,4014.1826171875,1,4134.44140625,0,45.880001068115234,0,116.21687316894531,0,1.1389521360397339,1,1263.5999755859375,0,1.0194170475006104,0,22859.599609375,0,2467.419921875,0,6528.41015625,0,2.7890000343322754,1,3896.543701171875,1,0.0,1
2018-12-22,4014.1826171875,,116.7594985961914,,,1.0208059549331665,,,,,3998.980224609375,0,3896.543701171875,1,45.59000015258789,0,109.49623107910156,1,1.1456853151321411,0,1253.800048828125,0,1.0155060291290283,1,22445.369140625,0,2416.6201171875,0,6332.990234375,0,2.7920000553131104,0,4014.1826171875,0,1.0,0
2018-12-23,3998.980224609375,,130.7652587890625,,,1.0159549713134766,,,,,4078.59912109375,1,4014.1826171875,0,,0,116.7594985961914,1,,0,,0,1.0208059549331665,0,,0,,0,,0,,0,3998.980224609375,1,0.0,1
2018-12-24,4078.59912109375,42.529998779296875,140.23800659179688,1.1372811794281006,1267.5,1.0157769918441772,21792.19921875,2351.10009765625,6192.919921875,2.749000072479248,3815.49072265625,0,3998.980224609375,1,,0,130.7652587890625,1,,0,,0,1.0159549713134766,0,,0,,0,,0,,0,4078.59912109375,0,1.0,0
2018-12-25,3815.49072265625,,129.84434509277344,1.140393853187561,,1.0190500020980835,,,,,3857.297607421875,1,4078.59912109375,0,42.529998779296875,0,140.23800659179688,0,1.1372811794281006,1,1267.5,0,1.0157769918441772,1,21792.19921875,0,2351.10009765625,0,6192.919921875,0,2.749000072479248,0,3815.49072265625,1,0.0,1
2018-12-26,3857.297607421875,46.220001220703125,131.86563110351562,1.1415525674819946,1269.199951171875,1.0195499658584595,22878.44921875,2467.699951171875,6554.35986328125,2.796999931335449,3654.83349609375,0,3815.49072265625,1,,0,129.84434509277344,1,1.140393853187561,1,,0,1.0190500020980835,1,,0,,0,,0,,0,3857.297607421875,0,1.0,0
2018-12-27,3654.83349609375,44.61000061035156,116.57591247558594,1.1361312866210938,1277.300048828125,1.0241739749908447,23138.8203125,2488.830078125,6579.490234375,2.743000030517578,3923.918701171875,1,3857.297607421875,0,46.220001220703125,0,131.86563110351562,0,1.1415525674819946,0,1269.199951171875,1,1.0195499658584595,1,22878.44921875,1,2467.699951171875,1,6554.35986328125,1,2.796999931335449,0,3654.83349609375,1,0.0,1
2018-12-28,3923.918701171875,45.33000183105469,137.6470184326172,1.143105387687683,1279.9000244140625,1.0231599807739258,23062.400390625,2485.739990234375,6584.52001953125,2.7360000610351562,3820.40869140625,0,3654.83349609375,1,44.61000061035156,1,116.57591247558594,1,1.1361312866210938,1,1277.300048828125,1,1.0241739749908447,0,23138.8203125,0,2488.830078125,0,6579.490234375,1,2.743000030517578,0,3923.918701171875,0,1.0,0
2018-12-29,3820.40869140625,,138.01834106445312,,,1.0314730405807495,,,,,3865.95263671875,1,3923.918701171875,0,45.33000183105469,0,137.6470184326172,1,1.143105387687683,0,1279.9000244140625,0,1.0231599807739258,1,23062.400390625,0,2485.739990234375,0,6584.52001953125,0,2.7360000610351562,0,3820.40869140625,1,0.0,1
2018-12-30,3865.95263671875,,139.8594512939453,,,1.0190860033035278,,,,,3742.700439453125,0,3820.40869140625,1,,0,138.01834106445312,1,,0,,0,1.0314730405807495,0,,0,,0,,0,,0,3865.95263671875,0,1.0,0
2018-12-31,3742.700439453125,45.40999984741211,133.36825561523438,1.1439945697784424,1278.300048828125,1.0137219429016113,23327.4609375,2506.85009765625,6635.27978515625,2.686000108718872,3843.52001953125,1,3865.95263671875,0,,0,139.8594512939453,0,,0,,0,1.0190860033035278,0,,0,,0,,0,,0,3742.700439453125,1,0.0,1
2019-01-01,3843.52001953125,,140.8194122314453,1.1493064165115356,,1.018334984779358,,,,,3943.409423828125,1,3742.700439453125,1,45.40999984741211,0,133.36825561523438,1,1.1439945697784424,1,1278.300048828125,0,1.0137219429016113,1,23327.4609375,0,2506.85009765625,0,6635.27978515625,0,2.686000108718872,0,3843.52001953125,1,1.0,0
2019-01-02,3943.409423828125,46.540000915527344,155.0476837158203,1.14617121219635,1281.0,1.0240119695663452,23346.240234375,2510.030029296875,6665.93994140625,2.6610000133514404,3836.7412109375,0,3843.52001953125,1,,0,140.8194122314453,1,1.1493064165115356,0,,0,1.018334984779358,1,,0,,0,,0,,0,3943.409423828125,0,1.0,0
2019-01-03,3836.7412109375,47.09000015258789,149.135009765625,1.1318106651306152,1291.800048828125,1.0194729566574097,22686.220703125,2447.889892578125,6463.5,2.553999900817871,3857.717529296875,1,3943.409423828125,0,46.540000915527344,1,155.0476837158203,0,1.14617121219635,0,1281.0,1,1.0240119695663452,0,23346.240234375,0,2510.030029296875,0,6665.93994140625,0,2.6610000133514404,0,3836.7412109375,1,0.0,1
2019-01-04,3857.717529296875,47.959999084472656,154.58193969726562,1.1391078233718872,1282.699951171875,1.017199993133545,23433.16015625,2531.93994140625,6738.85986328125,2.6589999198913574,3845.194580078125,0,3836.7412109375,1,47.09000015258789,1,149.135009765625,1,1.1318106651306152,1,1291.800048828125,0,1.0194729566574097,0,22686.220703125,1,2447.889892578125,1,6463.5,1,2.553999900817871,1,3857.717529296875,0,1.0,0
2019-01-05,3845.194580078125,,155.6385955810547,,,1.0184890031814575,,,,,4076.632568359375,1,3857.717529296875,0,47.959999084472656,0,154.58193969726562,1,1.1391078233718872,0,1282.699951171875,0,1.017199993133545,1,23433.16015625,0,2531.93994140625,0,6738.85986328125,0,2.6589999198913574,0,3845.194580078125,1,0.0,1
2019-01-06,4076.632568359375,,157.74620056152344,,,1.0235780477523804,,,,,4025.248291015625,0,3845.194580078125,1,,0,155.6385955810547,1,,0,,0,1.0184890031814575,1,,0,,0,,0,,0,4076.632568359375,0,1.0,0
2019-01-07,4025.248291015625,48.52000045776367,151.69921875,1.1410444974899292,1286.800048828125,1.0139869451522827,23531.349609375,2549.68994140625,6823.47021484375,2.681999921798706,4030.847900390625,1,4076.632568359375,0,,0,157.74620056152344,0,,0,,0,1.0235780477523804,0,,0,,0,,0,,0,4025.248291015625,1,0.0,1
2019-01-08,4030.847900390625,49.779998779296875,150.35963439941406,1.1479737758636475,1283.199951171875,1.0193500518798828,23787.44921875,2574.409912109375,6897.0,2.7160000801086426,4035.29638671875,1,4025.248291015625,1,48.52000045776367,1,151.69921875,0,1.1410444974899292,1,1286.800048828125,0,1.0139869451522827,1,23531.349609375,1,2549.68994140625,1,6823.47021484375,1,2.681999921798706,1,4030.847900390625,1,1.0,0
2019-01-09,4035.29638671875,52.36000061035156,150.80311584472656,1.1456066370010376,1289.300048828125,1.0168299674987793,23879.119140625,2584.9599609375,6957.080078125,2.7279999256134033,3678.924560546875,0,4030.847900390625,1,49.779998779296875,1,150.35963439941406,1,1.1479737758636475,0,1283.199951171875,1,1.0193500518798828,0,23787.44921875,1,2574.409912109375,1,6897.0,1,2.7160000801086426,1,4035.29638671875,0,1.0,0
2019-01-10,3678.924560546875,52.59000015258789,128.62518310546875,1.1554949283599854,1284.699951171875,1.023460030555725,24001.919921875,2596.639892578125,6986.06982421875,2.7309999465942383,3687.365478515625,1,4035.29638671875,0,52.36000061035156,1,150.80311584472656,0,1.1456066370010376,1,1289.300048828125,0,1.0168299674987793,1,23879.119140625,1,2584.9599609375,1,6957.080078125,1,2.7279999256134033,1,3678.924560546875,1,0.0,1
2019-01-11,3687.365478515625,51.59000015258789,127.54832458496094,1.151012897491455,1287.0999755859375,1.0233160257339478,23995.94921875,2596.260009765625,6971.47998046875,2.7009999752044678,3661.301025390625,0,3678.924560546875,1,52.59000015258789,0,128.62518310546875,0,1.1554949283599854,0,1284.699951171875,1,1.023460030555725,0,24001.919921875,0,2596.639892578125,0,6986.06982421875,0,2.7309999465942383,0,3687.365478515625,0,1.0,0
2019-01-12,3661.301025390625,,125.9665298461914,,,1.0208810567855835,,,,,3552.953125,0,3687.365478515625,0,51.59000015258789,0,127.54832458496094,0,1.151012897491455,0,1287.0999755859375,0,1.0233160257339478,0,23995.94921875,0,2596.260009765625,0,6971.47998046875,0,2.7009999752044678,0,3661.301025390625,0,0.0,0
2019-01-13,3552.953125,,116.8978042602539,,,1.0200910568237305,,,,,3706.05224609375,1,3661.301025390625,0,,0,125.9665298461914,0,,0,,0,1.0208810567855835,0,,0,,0,,0,,0,3552.953125,1,0.0,1
2019-01-14,3706.05224609375,50.5099983215332,129.0687255859375,1.146013617515564,1289.0999755859375,1.0208560228347778,23909.83984375,2582.610107421875,6905.919921875,2.7100000381469727,3630.67529296875,0,3552.953125,1,,0,116.8978042602539,1,,0,,0,1.0200910568237305,1,,0,,0,,0,,0,3706.05224609375,0,1.0,0
2019-01-15,3630.67529296875,52.11000061035156,122.03271484375,1.1472889184951782,1286.199951171875,1.0205579996109009,24065.58984375,2610.300048828125,7023.830078125,2.7109999656677246,3655.0068359375,1,3706.05224609375,0,50.5099983215332,1,129.0687255859375,0,1.146013617515564,1,1289.0999755859375,0,1.0208560228347778,0,23909.83984375,1,2582.610107421875,1,6905.919921875,1,2.7100000381469727,1,3630.67529296875,1,0.0,1
2019-01-16,3655.0068359375,52.310001373291016,123.54706573486328,1.1416828632354736,1291.5999755859375,1.018522024154663,24207.16015625,2616.10009765625,7034.68994140625,2.7309999465942383,3678.56396484375,1,3630.67529296875,1,52.11000061035156,1,122.03271484375,1,1.1472889184951782,0,1286.199951171875,1,1.0205579996109009,0,24065.58984375,1,2610.300048828125,1,7023.830078125,1,2.7109999656677246,1,3655.0068359375,1,1.0,0
2019-01-17,3678.56396484375,52.06999969482422,123.7419204711914,1.1398088932037354,1291.0,1.017495036125183,24370.099609375,2635.9599609375,7084.4599609375,2.749000072479248,3657.83935546875,0,3655.0068359375,1,52.310001373291016,0,123.54706573486328,1,1.1416828632354736,0,1291.5999755859375,0,1.018522024154663,0,24207.16015625,1,2616.10009765625,1,7034.68994140625,1,2.7309999465942383,1,3678.56396484375,0,1.0,0
2019-01-18,3657.83935546875,53.79999923706055,121.01026153564453,1.13926362991333,1281.300048828125,1.0172510147094727,24706.349609375,2670.7099609375,7157.22998046875,2.7839999198913574,3728.568359375,1,3678.56396484375,0,52.06999969482422,1,123.7419204711914,0,1.1398088932037354,0,1291.0,0,1.017495036125183,0,24370.099609375,1,2635.9599609375,1,7084.4599609375,1,2.749000072479248,1,3657.83935546875,1,0.0,1
2019-01-19,3728.568359375,,124.5190200805664,,,1.0167820453643799,,,,,3601.013671875,0,3657.83935546875,1,53.79999923706055,0,121.01026153564453,1,1.13926362991333,0,1281.300048828125,0,1.0172510147094727,0,24706.349609375,0,2670.7099609375,0,7157.22998046875,0,2.7839999198913574,0,3728.568359375,0,1.0,0
2019-01-20,3601.013671875,,119.4748306274414,,,1.0171459913253784,,,,,3576.032470703125,0,3728.568359375,0,,0,124.5190200805664,0,,0,,0,1.0167820453643799,1,,0,,0,,0,,0,3601.013671875,0,0.0,0
2019-01-21,3576.032470703125,,117.15785217285156,1.1365574598312378,,1.013375997543335,,,,,3604.5771484375,1,3601.013671875,0,,0,119.4748306274414,0,,0,,0,1.0171459913253784,0,,0,,0,,0,,0,3576.032470703125,1,0.0,1
2019-01-22,3604.5771484375,52.56999969482422,118.74755096435547,1.136932134628296,1282.5,1.0090359449386597,24404.48046875,2632.89990234375,7020.35986328125,2.7300000190734863,3585.123046875,0,3576.032470703125,1,,0,117.15785217285156,1,1.1365574598312378,1,,0,1.013375997543335,0,,0,,0,,0,,0,3604.5771484375,0,1.0,0
